序号,组别,信号时间,成交时间,方向,6K极值,回调突破线,回调偏移%,ATR,入场触发线,成交方式,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,年份
1942,参照_回调线入场_C,2022-04-06 08:00,2022-04-06 08:00,做空,45300.0,46404.8,2.439,711.25,46404.8,回调线入场,46404.8,47116.05,40836.22,2022-04-07 20:00,43852.46,9,3.5885,5.5,0.0,KAMA跟踪,2022
1943,参照_回调线入场_C,2022-04-04 20:00,2022-04-04 20:00,做空,45735.0,46169.6,0.95,691.28,46169.6,回调线入场,46169.6,46860.88,40629.25,2022-04-05 04:00,46860.88,2,-1.0,-1.497,0.0,ATR止损,2022
1944,参照_回调线入场_C,2022-03-31 20:00,2022-03-31 20:00,做空,46819.9,46819.9,0.0,688.21,46819.9,回调线入场,46819.9,47508.11,41201.51,2022-04-01 20:00,45319.29,6,2.1805,3.205,0.0,KAMA跟踪,2022
1945,参照_回调线入场_C,2022-03-28 04:00,2022-03-28 04:00,做多,45100.0,44987.4,0.25,599.54,44987.4,回调线入场,44987.4,44387.86,54884.63,2022-03-29 04:00,47155.8,6,3.6167,4.82,0.0,KAMA跟踪,2022
1946,参照_回调线入场_C,2022-03-22 08:00,2022-03-22 08:00,做多,41544.4,41544.4,0.0,672.45,41544.4,回调线入场,41544.4,40871.95,50684.17,2022-03-23 12:00,41786.76,7,0.3604,0.583,0.0,KAMA跟踪,2022
1947,参照_回调线入场_C,2022-03-20 20:00,2022-03-20 20:00,做空,41555.0,41627.9,0.175,761.17,41627.9,回调线入场,41627.9,42389.07,36632.55,2022-03-21 16:00,41335.77,5,0.3838,0.702,0.0,KAMA跟踪,2022
1948,参照_回调线入场_C,2022-03-19 00:00,2022-03-19 00:00,做多,41086.0,41071.5,0.035,866.53,41071.5,回调线入场,41071.5,40204.97,50107.23,2022-03-20 20:00,41460.09,11,0.4484,0.946,0.0,KAMA跟踪,2022
1949,参照_回调线入场_C,2022-03-15 04:00,2022-03-15 04:00,做多,39287.4,39287.4,0.0,836.27,39287.4,回调线入场,39287.4,38451.13,47930.63,2022-03-15 12:00,38451.13,2,-1.0,-2.129,0.0,ATR止损,2022
1950,参照_回调线入场_C,2022-03-10 12:00,2022-03-10 12:00,做空,40500.0,41194.9,1.716,1044.18,41194.9,回调线入场,41194.9,42239.08,36251.51,2022-03-11 16:00,40051.26,7,1.0952,2.776,0.0,KAMA跟踪,2022
1951,参照_回调线入场_C,2022-03-08 00:00,2022-03-08 00:00,做空,37529.9,37529.9,0.0,936.44,37529.9,回调线入场,37529.9,38466.34,33026.31,2022-03-08 04:00,38466.34,1,-1.0,-2.495,0.0,ATR止损,2022
1952,参照_回调线入场_C,2022-03-07 08:00,2022-03-07 08:00,做空,38056.0,38056.0,0.0,932.23,38056.0,回调线入场,38056.0,38988.23,33489.28,2022-03-07 20:00,38988.23,3,-1.0,-2.45,0.0,ATR止损,2022
1953,参照_回调线入场_C,2022-03-06 16:00,2022-03-06 16:00,做空,38754.5,38754.5,0.0,1024.94,38754.5,回调线入场,38754.5,39779.44,34103.96,2022-03-07 20:00,38754.5,7,0.0,0.0,0.0,保本平仓,2022
1954,参照_回调线入场_C,2022-03-03 08:00,2022-03-03 08:00,做空,43321.0,43321.0,0.0,1169.35,43321.0,回调线入场,43321.0,44490.35,38122.48,2022-03-06 00:00,39461.96,16,3.3002,8.908,0.0,KAMA跟踪,2022
1955,参照_回调线入场_C,2022-02-28 20:00,2022-02-28 20:00,做多,39868.6,39868.6,0.0,1023.98,39868.6,回调线入场,39868.6,38844.62,48639.69,2022-03-02 12:00,43939.74,10,3.9758,10.211,0.0,KAMA跟踪,2022
1956,参照_回调线入场_C,2022-02-28 00:00,2022-02-28 00:00,做空,38162.0,38162.0,0.0,1039.53,38162.0,回调线入场,38162.0,39201.53,33582.56,2022-02-28 16:00,38317.4,4,-0.1495,-0.407,0.0,保本平仓,2022
1957,参照_回调线入场_C,2022-02-25 04:00,2022-02-25 04:00,做多,37775.0,37775.0,0.0,933.79,37775.0,回调线入场,37775.0,36841.21,46085.5,2022-02-27 08:00,38537.82,13,0.8169,2.019,0.0,KAMA跟踪,2022
1958,参照_回调线入场_C,2022-02-24 08:00,2022-02-24 08:00,做空,36963.2,37500.4,1.453,942.96,37500.4,回调线入场,37500.4,38443.36,33000.35,2022-02-25 04:00,37384.85,5,0.1225,0.308,0.0,KAMA跟踪,2022
1959,参照_回调线入场_C,2022-02-23 16:00,2022-02-23 16:00,做多,38450.0,38450.0,0.0,948.66,38450.0,回调线入场,38450.0,37501.34,46909.0,2022-02-24 04:00,37501.34,3,-1.0,-2.467,0.0,ATR止损,2022
1960,参照_回调线入场_C,2022-02-22 04:00,2022-02-22 04:00,做空,37171.2,38026.2,2.3,737.41,38026.2,回调线入场,38026.2,38763.61,33463.06,2022-02-22 20:00,38026.2,4,0.0,0.0,0.0,保本平仓,2022
1961,参照_回调线入场_C,2022-02-21 16:00,2022-02-21 16:00,做空,37905.0,37905.0,0.0,756.85,37905.0,回调线入场,37905.0,38661.85,33356.4,2022-02-21 20:00,38661.85,1,-1.0,-1.997,0.0,ATR止损,2022
1962,参照_回调线入场_C,2022-02-20 12:00,2022-02-20 12:00,做空,39610.3,39610.3,0.0,767.58,39610.3,回调线入场,39610.3,40377.88,34857.06,2022-02-21 08:00,39017.61,5,0.7722,1.496,0.0,KAMA跟踪,2022
1963,参照_回调线入场_C,2022-02-18 20:00,2022-02-18 20:00,做空,40020.1,40020.1,0.0,858.28,40020.1,回调线入场,40020.1,40878.38,35217.69,2022-02-19 12:00,40107.7,4,-0.1021,-0.219,0.0,保本平仓,2022
1964,参照_回调线入场_C,2022-02-17 16:00,2022-02-17 16:00,做空,43277.8,43277.8,0.0,764.33,43277.8,回调线入场,43277.8,44042.13,38084.46,2022-02-20 00:00,40341.2,14,3.8421,6.785,0.0,KAMA跟踪,2022
1965,参照_回调线入场_C,2022-02-16 20:00,2022-02-16 20:00,做空,43650.4,43850.0,0.457,788.76,43850.0,回调线入场,43850.0,44638.76,38588.0,2022-02-17 12:00,43698.11,4,0.1926,0.346,0.0,KAMA跟踪,2022
1966,参照_回调线入场_C,2022-02-10 00:00,2022-02-10 00:00,做多,44436.44,44395.0,0.093,922.46,44395.0,回调线入场,44395.0,43472.54,54161.9,2022-02-10 16:00,44066.19,4,-0.3565,-0.741,0.0,保本平仓,2022
1967,参照_回调线入场_C,2022-02-08 12:00,2022-02-08 12:00,做多,44541.16,44541.16,0.0,822.99,44541.16,回调线入场,44541.16,43718.17,54340.22,2022-02-08 16:00,43718.17,1,-1.0,-1.848,0.0,ATR止损,2022
1968,参照_回调线入场_C,2022-02-02 20:00,2022-02-02 20:00,做空,38170.89,38170.89,0.0,819.13,38170.89,回调线入场,38170.89,38990.02,33590.38,2022-02-04 04:00,37243.63,8,1.132,2.429,0.0,KAMA跟踪,2022
1969,参照_回调线入场_C,2022-02-01 00:00,2022-02-01 00:00,做多,38240.0,38240.0,0.0,851.4,38240.0,回调线入场,38240.0,37388.6,46652.8,2022-02-01 16:00,38240.0,4,0.0,0.0,0.0,保本平仓,2022
1970,参照_回调线入场_C,2022-01-31 08:00,2022-01-31 08:00,做空,37334.83,37716.38,1.022,919.88,37716.38,回调线入场,37716.38,38636.26,33190.41,2022-02-01 00:00,37694.46,4,0.0238,0.058,0.0,KAMA跟踪,2022
1971,参照_回调线入场_C,2022-01-29 04:00,2022-01-29 04:00,做多,37488.99,37488.99,0.0,1095.39,37488.99,回调线入场,37488.99,36393.6,45736.57,2022-01-29 20:00,37488.99,4,0.0,0.0,0.0,保本平仓,2022
1972,参照_回调线入场_C,2022-01-28 08:00,2022-01-28 08:00,做多,37200.0,37067.62,0.356,1163.05,37067.62,回调线入场,37067.62,35904.57,45222.5,2022-01-29 00:00,37067.62,4,0.0,0.0,0.0,保本平仓,2022
1973,参照_回调线入场_C,2022-01-27 08:00,2022-01-27 08:00,做空,36232.42,36536.0,0.838,1145.33,36536.0,回调线入场,36536.0,37681.33,32151.68,2022-01-28 00:00,36625.29,4,-0.078,-0.244,0.0,保本平仓,2022
1974,参照_回调线入场_C,2022-01-26 16:00,2022-01-26 16:00,做多,37973.78,37561.03,1.087,1181.11,37561.03,回调线入场,37561.03,36379.92,45824.46,2022-01-27 04:00,36379.92,3,-1.0,-3.145,0.0,ATR止损,2022
1975,参照_回调线入场_C,2022-01-25 04:00,2022-01-25 04:00,做多,36496.92,36496.92,0.0,1089.38,36496.92,回调线入场,36496.92,35407.54,44526.24,2022-01-25 20:00,36384.99,4,-0.1027,-0.307,0.0,保本平仓,2022
1976,参照_回调线入场_C,2022-01-24 04:00,2022-01-24 04:00,做多,36118.05,35756.0,1.002,1110.92,35756.0,回调线入场,35756.0,34645.08,43622.32,2022-01-24 16:00,34645.08,3,-1.0,-3.107,0.0,ATR止损,2022
1977,参照_回调线入场_C,2022-01-22 04:00,2022-01-22 04:00,做空,37648.16,38200.0,1.466,885.84,38200.0,回调线入场,38200.0,39085.84,33616.0,2022-01-23 12:00,35458.04,8,3.0953,7.178,0.0,KAMA跟踪,2022
1978,参照_回调线入场_C,2022-01-21 08:00,2022-01-21 08:00,做空,40550.0,41631.3,2.667,677.41,41631.3,回调线入场,41631.3,42308.71,36635.54,2022-01-22 04:00,36635.54,5,7.3748,12.0,0.0,固定止盈,2022
1979,参照_回调线入场_C,2022-01-20 20:00,2022-01-20 20:00,做多,42545.0,42545.0,0.0,704.83,42545.0,回调线入场,42545.0,41840.17,51904.9,2022-01-21 04:00,41840.17,2,-1.0,-1.657,0.0,ATR止损,2022
1980,参照_回调线入场_C,2022-01-18 00:00,2022-01-18 00:00,做空,42222.0,42222.0,0.0,696.72,42222.0,回调线入场,42222.0,42918.72,37155.36,2022-01-19 04:00,41944.56,7,0.3982,0.657,0.0,KAMA跟踪,2022
1981,参照_回调线入场_C,2022-01-16 00:00,2022-01-16 00:00,做多,43450.0,43450.0,0.0,831.76,43450.0,回调线入场,43450.0,42618.24,53009.0,2022-01-16 16:00,43173.02,4,-0.333,-0.637,0.0,保本平仓,2022
1982,参照_回调线入场_C,2022-01-14 16:00,2022-01-14 16:00,做空,42301.16,42301.16,0.0,860.36,42301.16,回调线入场,42301.16,43161.52,37225.02,2022-01-14 20:00,43161.52,1,-1.0,-2.034,0.0,ATR止损,2022
1983,参照_回调线入场_C,2022-01-14 00:00,2022-01-14 00:00,做空,42847.86,43300.0,1.055,903.87,43300.0,回调线入场,43300.0,44203.87,38104.0,2022-01-14 20:00,42814.77,5,0.5368,1.121,0.0,KAMA跟踪,2022
1984,参照_回调线入场_C,2022-01-12 20:00,2022-01-12 20:00,做多,43444.0,43118.0,0.75,972.0,43118.0,回调线入场,43118.0,42146.0,52603.96,2022-01-13 20:00,43118.0,6,0.0,0.0,0.0,保本平仓,2022
1985,参照_回调线入场_C,2022-01-11 08:00,2022-01-11 08:00,做多,42219.84,42219.84,0.0,899.09,42219.84,回调线入场,42219.84,41320.75,51508.2,2022-01-11 20:00,41320.75,3,-1.0,-2.13,0.0,ATR止损,2022
1986,参照_回调线入场_C,2022-01-10 20:00,2022-01-10 20:00,做空,41170.0,41170.0,0.0,932.95,41170.0,回调线入场,41170.0,42102.95,36229.6,2022-01-11 00:00,42102.95,1,-1.0,-2.266,0.0,ATR止损,2022
1987,参照_回调线入场_C,2022-01-10 00:00,2022-01-10 00:00,做多,42335.0,42335.0,0.0,999.38,42335.0,回调线入场,42335.0,41335.62,51648.7,2022-01-10 16:00,42035.0,4,-0.3002,-0.709,0.0,KAMA跟踪,2022
1988,参照_回调线入场_C,2022-01-09 00:00,2022-01-09 00:00,做空,40900.0,40900.0,0.0,1062.47,40900.0,回调线入场,40900.0,41962.47,35992.0,2022-01-09 04:00,41962.47,1,-1.0,-2.598,0.0,ATR止损,2022
1989,参照_回调线入场_C,2022-01-07 08:00,2022-01-07 08:00,做空,42385.83,42385.83,0.0,960.19,42385.83,回调线入场,42385.83,43346.02,37299.53,2022-01-10 00:00,42385.83,16,0.0,0.0,0.0,保本平仓,2022
1990,参照_回调线入场_C,2022-01-06 00:00,2022-01-06 00:00,做空,45445.57,45445.57,0.0,826.29,45445.57,回调线入场,45445.57,46271.86,39992.1,2022-01-10 00:00,42443.68,24,3.633,6.605,0.0,KAMA跟踪,2022
1991,参照_回调线入场_C,2022-01-04 00:00,2022-01-04 00:00,做空,46560.0,46605.68,0.098,856.69,46605.68,回调线入场,46605.68,47462.37,41013.0,2022-01-04 16:00,46605.68,4,0.0,0.0,0.0,保本平仓,2022
1992,参照_回调线入场_C,2021-12-31 16:00,2021-12-31 16:00,做多,47911.68,47911.68,0.0,893.21,47911.68,回调线入场,47911.68,47018.47,58452.25,2022-01-01 00:00,47018.47,2,-1.0,-1.864,0.0,ATR止损,2021
1993,参照_回调线入场_C,2021-12-30 04:00,2021-12-30 04:00,做空,46559.46,47294.52,1.579,877.91,47294.52,回调线入场,47294.52,48172.43,41619.18,2021-12-30 20:00,47493.0,4,-0.2261,-0.42,0.0,保本平仓,2021
1994,参照_回调线入场_C,2021-12-28 12:00,2021-12-28 12:00,做空,49500.0,50501.71,2.024,763.48,50501.71,回调线入场,50501.71,51265.19,44441.5,2021-12-30 16:00,47450.2,13,3.9968,6.042,0.0,KAMA跟踪,2021
1995,参照_回调线入场_C,2021-12-27 20:00,2021-12-27 20:00,做多,51300.0,51300.0,0.0,804.16,51300.0,回调线入场,51300.0,50495.84,62586.0,2021-12-28 08:00,50495.84,3,-1.0,-1.568,0.0,ATR止损,2021
1996,参照_回调线入场_C,2021-12-24 00:00,2021-12-24 00:00,做多,49250.0,49250.0,0.0,929.21,49250.0,回调线入场,49250.0,48320.79,60085.0,2021-12-26 00:00,50508.74,12,1.3546,2.556,0.0,KAMA跟踪,2021
1997,参照_回调线入场_C,2021-12-21 08:00,2021-12-21 08:00,做多,47533.42,47203.22,0.695,1079.53,47203.22,回调线入场,47203.22,46123.69,57587.93,2021-12-22 20:00,48561.65,9,1.2584,2.878,0.0,KAMA跟踪,2021
1998,参照_回调线入场_C,2021-12-19 08:00,2021-12-19 08:00,做多,47336.99,47336.99,0.0,1139.6,47336.99,回调线入场,47336.99,46197.39,57751.13,2021-12-20 00:00,47230.34,4,-0.0936,-0.225,0.0,保本平仓,2021
1999,参照_回调线入场_C,2021-12-15 04:00,2021-12-15 04:00,做多,47958.62,47315.13,1.342,1278.24,47315.13,回调线入场,47315.13,46036.89,57724.46,2021-12-15 20:00,47747.65,4,0.3384,0.914,0.0,KAMA跟踪,2021
2000,参照_回调线入场_C,2021-12-13 20:00,2021-12-13 20:00,做空,48078.2,49088.29,2.101,1218.58,49088.29,回调线入场,49088.29,50306.87,43197.7,2021-12-15 04:00,47661.98,8,1.1705,2.906,0.0,KAMA跟踪,2021
2001,参照_回调线入场_C,2021-12-13 00:00,2021-12-13 00:00,做多,49927.23,49684.55,0.486,1302.64,49684.55,回调线入场,49684.55,48381.91,60615.15,2021-12-13 16:00,48731.02,4,-0.732,-1.919,0.0,保本平仓,2021
2002,参照_回调线入场_C,2021-12-11 04:00,2021-12-11 04:00,做空,47221.32,47312.89,0.194,1381.69,47312.89,回调线入场,47312.89,48694.58,41635.34,2021-12-11 12:00,48694.58,2,-1.0,-2.92,0.0,ATR止损,2021
2003,参照_回调线入场_C,2021-12-09 20:00,2021-12-09 20:00,做空,48533.33,48533.33,0.0,1479.73,48533.33,回调线入场,48533.33,50013.06,42709.33,2021-12-10 12:00,48533.33,4,0.0,0.0,0.0,保本平仓,2021
2004,参照_回调线入场_C,2021-12-08 16:00,2021-12-08 16:00,做空,50012.0,50012.0,0.0,1476.77,50012.0,回调线入场,50012.0,51488.77,44010.56,2021-12-09 08:00,50459.61,4,-0.3031,-0.895,0.0,保本平仓,2021
2005,参照_回调线入场_C,2021-12-07 04:00,2021-12-07 04:00,做多,49517.0,49517.0,0.0,1687.29,49517.0,回调线入场,49517.0,47829.71,60410.74,2021-12-08 04:00,50246.92,6,0.4326,1.474,0.0,KAMA跟踪,2021
2006,参照_回调线入场_C,2021-12-03 20:00,2021-12-03 20:00,做空,56039.96,56039.96,0.0,1236.73,56039.96,回调线入场,56039.96,57276.69,49315.16,2021-12-04 12:00,49315.16,4,5.4376,12.0,0.0,固定止盈,2021
2007,参照_回调线入场_C,2021-12-02 08:00,2021-12-02 08:00,做空,56500.0,56669.49,0.3,1229.37,56669.49,回调线入场,56669.49,57898.86,49869.15,2021-12-03 00:00,56669.49,4,0.0,0.0,0.0,保本平仓,2021
2008,参照_回调线入场_C,2021-11-30 12:00,2021-11-30 12:00,做空,56715.0,56715.0,0.0,1146.4,56715.0,回调线入场,56715.0,57861.4,49909.2,2021-11-30 20:00,57861.4,2,-1.0,-2.021,0.0,ATR止损,2021
2009,参照_回调线入场_C,2021-11-29 04:00,2021-11-29 04:00,做多,55088.0,55088.0,0.0,1136.46,55088.0,回调线入场,55088.0,53951.54,67207.36,2021-11-30 08:00,57009.04,7,1.6904,3.487,0.0,KAMA跟踪,2021
2010,参照_回调线入场_C,2021-11-26 12:00,2021-11-26 12:00,做空,57029.0,57029.0,0.0,1207.19,57029.0,回调线入场,57029.0,58236.19,50185.52,2021-11-29 04:00,55434.86,16,1.3205,2.795,0.0,KAMA跟踪,2021
2011,参照_回调线入场_C,2021-11-25 08:00,2021-11-25 08:00,做多,57775.27,57775.27,0.0,1329.51,57775.27,回调线入场,57775.27,56445.76,70485.83,2021-11-26 08:00,58297.06,6,0.3925,0.903,0.0,KAMA跟踪,2021
2012,参照_回调线入场_C,2021-11-22 08:00,2021-11-22 08:00,做空,58518.88,58518.88,0.0,1213.5,58518.88,回调线入场,58518.88,59732.38,51496.61,2021-11-23 16:00,57670.48,8,0.6991,1.45,0.0,KAMA跟踪,2021
2013,参照_回调线入场_C,2021-11-21 00:00,2021-11-21 00:00,做多,58980.0,58980.0,0.0,1325.59,58980.0,回调线入场,58980.0,57654.41,71955.6,2021-11-21 16:00,58980.0,4,0.0,0.0,0.0,保本平仓,2021
2014,参照_回调线入场_C,2021-11-20 08:00,2021-11-20 08:00,做多,58333.0,57560.0,1.325,1454.42,57560.0,回调线入场,57560.0,56105.58,70223.2,2021-11-21 00:00,57633.69,4,0.0507,0.128,0.0,KAMA跟踪,2021
2015,参照_回调线入场_C,2021-11-18 20:00,2021-11-18 20:00,做空,59002.27,59355.0,0.598,1414.0,59355.0,回调线入场,59355.0,60769.0,52232.4,2021-11-19 20:00,57804.15,6,1.0968,2.613,0.0,KAMA跟踪,2021
2016,参照_回调线入场_C,2021-11-16 04:00,2021-11-16 04:00,做空,63666.0,64087.6,0.662,1116.67,64087.6,回调线入场,64087.6,65204.27,56397.09,2021-11-17 16:00,60123.9,9,3.5496,6.185,0.0,KAMA跟踪,2021
2017,参照_回调线入场_C,2021-11-15 04:00,2021-11-15 04:00,做多,65400.0,65400.0,0.0,1172.25,65400.0,回调线入场,65400.0,64227.75,79788.0,2021-11-15 20:00,65400.0,4,0.0,0.0,0.0,保本平仓,2021
2018,参照_回调线入场_C,2021-11-13 20:00,2021-11-13 20:00,做多,64577.63,64577.63,0.0,1277.7,64577.63,回调线入场,64577.63,63299.93,78784.71,2021-11-14 12:00,64688.45,4,0.0867,0.172,0.0,KAMA跟踪,2021
2019,参照_回调线入场_C,2021-11-12 16:00,2021-11-12 16:00,做空,64105.0,64450.0,0.538,1343.72,64450.0,回调线入场,64450.0,65793.72,56716.0,2021-11-13 08:00,64450.0,4,0.0,0.0,0.0,保本平仓,2021
2020,参照_回调线入场_C,2021-11-10 20:00,2021-11-10 20:00,做多,68182.99,68182.99,0.0,1134.85,68182.99,回调线入场,68182.99,67048.14,83183.25,2021-11-11 00:00,67048.14,1,-1.0,-1.664,0.0,ATR止损,2021
2021,参照_回调线入场_C,2021-11-08 04:00,2021-11-08 04:00,做多,62560.9,62424.17,0.219,1034.48,62424.17,回调线入场,62424.17,61389.69,76157.49,2021-11-09 20:00,67295.85,10,4.7093,7.804,0.0,KAMA跟踪,2021
2022,参照_回调线入场_C,2021-11-07 08:00,2021-11-07 08:00,做多,61645.75,61645.75,0.0,1091.72,61645.75,回调线入场,61645.75,60554.03,75207.82,2021-11-09 20:00,67295.85,15,5.1754,9.165,0.0,KAMA跟踪,2021
2023,参照_回调线入场_C,2021-11-06 16:00,2021-11-06 16:00,做空,60517.38,60762.0,0.404,1170.98,60762.0,回调线入场,60762.0,61932.98,53470.56,2021-11-07 08:00,61511.3,4,-0.6399,-1.233,0.0,保本平仓,2021
2024,参照_回调线入场_C,2021-11-03 20:00,2021-11-03 20:00,做空,62651.35,62651.35,0.0,1248.38,62651.35,回调线入场,62651.35,63899.73,55133.19,2021-11-04 12:00,62475.0,4,0.1413,0.281,0.0,KAMA跟踪,2021
2025,参照_回调线入场_C,2021-11-02 16:00,2021-11-02 16:00,做多,62543.58,62543.58,0.0,1282.4,62543.58,回调线入场,62543.58,61261.18,76303.17,2021-11-03 20:00,62543.58,7,0.0,0.0,0.0,保本平仓,2021
2026,参照_回调线入场_C,2021-11-01 08:00,2021-11-01 08:00,做空,60008.0,60008.0,0.0,1187.9,60008.0,回调线入场,60008.0,61195.9,52807.04,2021-11-01 12:00,61195.9,1,-1.0,-1.98,0.0,ATR止损,2021
2027,参照_回调线入场_C,2021-10-31 16:00,2021-10-31 16:00,做空,60631.23,60631.23,0.0,1318.0,60631.23,回调线入场,60631.23,61949.23,53355.48,2021-11-01 08:00,61347.14,4,-0.5432,-1.181,0.0,保本平仓,2021
2028,参照_回调线入场_C,2021-10-28 16:00,2021-10-28 16:00,做多,60018.86,60018.86,0.0,1240.5,60018.86,回调线入场,60018.86,58778.36,73223.01,2021-10-29 00:00,58778.36,2,-1.0,-2.067,0.0,ATR止损,2021
2029,参照_回调线入场_C,2021-10-27 16:00,2021-10-27 16:00,做空,59838.05,59838.05,0.0,1194.64,59838.05,回调线入场,59838.05,61032.69,52657.48,2021-10-28 16:00,59629.9,6,0.1742,0.348,0.0,KAMA跟踪,2021
2030,参照_回调线入场_C,2021-10-25 12:00,2021-10-25 12:00,做多,62288.61,61350.0,1.507,1280.87,61350.0,回调线入场,61350.0,60069.13,74847.0,2021-10-26 12:00,62308.7,6,0.7485,1.563,0.0,KAMA跟踪,2021
2031,参照_回调线入场_C,2021-10-24 20:00,2021-10-24 20:00,做空,60213.53,60740.0,0.874,1423.92,60740.0,回调线入场,60740.0,62163.92,53451.2,2021-10-25 08:00,62163.92,3,-1.0,-2.344,0.0,ATR止损,2021
2032,参照_回调线入场_C,2021-10-22 20:00,2021-10-22 20:00,做空,62000.0,62000.0,0.0,1483.25,62000.0,回调线入场,62000.0,63483.25,54560.0,2021-10-25 08:00,61799.99,15,0.1348,0.323,0.0,KAMA跟踪,2021
2033,参照_回调线入场_C,2021-10-21 20:00,2021-10-21 20:00,做空,63828.0,63828.0,0.0,1322.1,63828.0,回调线入场,63828.0,65150.1,56168.64,2021-10-25 08:00,61799.99,21,1.5339,3.177,0.0,KAMA跟踪,2021
2034,参照_回调线入场_C,2021-10-20 20:00,2021-10-20 20:00,做多,64500.0,64500.0,0.0,1315.7,64500.0,回调线入场,64500.0,63184.3,78690.0,2021-10-21 12:00,64500.0,4,0.0,0.0,0.0,保本平仓,2021
2035,参照_回调线入场_C,2021-10-20 00:00,2021-10-20 00:00,做多,63349.67,63088.0,0.413,1315.09,63088.0,回调线入场,63088.0,61772.91,76967.36,2021-10-21 08:00,64228.36,8,0.8671,1.808,0.0,KAMA跟踪,2021
2036,参照_回调线入场_C,2021-10-18 04:00,2021-10-18 04:00,做多,61547.56,61547.56,0.0,1208.2,61547.56,回调线入场,61547.56,60339.36,75088.02,2021-10-18 20:00,60983.73,4,-0.4667,-0.916,0.0,保本平仓,2021
2037,参照_回调线入场_C,2021-10-15 08:00,2021-10-15 08:00,做多,58586.67,58586.67,0.0,1260.81,58586.67,回调线入场,58586.67,57325.86,71475.74,2021-10-16 20:00,60587.83,9,1.5872,3.416,0.0,KAMA跟踪,2021
2038,参照_回调线入场_C,2021-10-14 00:00,2021-10-14 00:00,做多,56624.1,56624.1,0.0,1201.98,56624.1,回调线入场,56624.1,55422.12,69081.4,2021-10-16 20:00,60587.83,17,3.2977,7.0,0.0,KAMA跟踪,2021
2039,参照_回调线入场_C,2021-10-13 00:00,2021-10-13 00:00,做空,56060.0,56440.01,0.678,1124.76,56440.01,回调线入场,56440.01,57564.77,49667.21,2021-10-13 20:00,55729.11,5,0.632,1.26,0.0,KAMA跟踪,2021
2040,参照_回调线入场_C,2021-10-10 12:00,2021-10-10 12:00,做多,55589.0,55589.0,0.0,1071.39,55589.0,回调线入场,55589.0,54517.61,67818.58,2021-10-11 04:00,55475.45,4,-0.106,-0.204,0.0,保本平仓,2021
2041,参照_回调线入场_C,2021-10-08 16:00,2021-10-08 16:00,做多,55046.88,54826.87,0.4,1123.62,54826.87,回调线入场,54826.87,53703.25,66888.78,2021-10-09 08:00,53974.99,4,-0.7582,-1.554,0.0,保本平仓,2021
2042,参照_回调线入场_C,2021-10-06 20:00,2021-10-06 20:00,做多,51888.0,51888.0,0.0,987.73,51888.0,回调线入场,51888.0,50900.27,63303.36,2021-10-07 12:00,54350.4,4,2.493,4.746,0.0,KAMA跟踪,2021
2043,参照_回调线入场_C,2021-10-05 00:00,2021-10-05 00:00,做多,49304.12,49304.12,0.0,919.72,49304.12,回调线入场,49304.12,48384.4,60151.03,2021-10-06 16:00,50733.0,10,1.5536,2.898,0.0,KAMA跟踪,2021
2044,参照_回调线入场_C,2021-10-04 00:00,2021-10-04 00:00,做多,48270.2,48270.2,0.0,981.22,48270.2,回调线入场,48270.2,47288.98,58889.64,2021-10-04 08:00,47288.98,2,-1.0,-2.033,0.0,ATR止损,2021
2045,参照_回调线入场_C,2021-10-01 12:00,2021-10-01 12:00,做多,44100.0,43822.85,0.628,1030.71,43822.85,回调线入场,43822.85,42792.14,53463.88,2021-10-03 04:00,47554.81,10,3.6208,8.516,0.0,KAMA跟踪,2021
